Author,"Smith, E. E. (Edward Elmer), 1890-1965"
Illustrator,"Stevens, Lawrence Sterne, 1886-1960"
Title,Lord Tedric
Language,English
LoC Class,PS: Language and Literatures: American and Canadian literature
Subject,"Science fiction, Blacksmiths -- Fiction, Time -- Fiction"
Category,Text
EBook-No.,49462
Release Date,"Jul 16, 2015"
Copyright Status,Public domain in the USA.
Downloads,85 downloads in the last 30 days.
Price,$0.00
