Author,"Wallace, F. L. (Floyd L.), 1915-2004"
Illustrator,"Wood, Wallace, 1927-1981"
Title,Address: Centauri
Language,English
LoC Class,PS: Language and Literatures: American and Canadian literature
Subject,"Science fiction, People with disabilities -- Fiction"
Category,Text
EBook-No.,50736
Release Date,"Dec 21, 2015"
Copyright Status,Public domain in the USA.
Downloads,66 downloads in the last 30 days.
Price,$0.00
