Author,"De Ford, Miriam Allen, 1888-1975"
Illustrator,"Wood, Wallace, 1927-1981"
Title,"Oh, Rats!"
Language,English
LoC Class,PS: Language and Literatures: American and Canadian literature
Subject,"Science fiction, Short stories, Rats -- Fiction, Experiments -- Fiction"
Category,Text
EBook-No.,51751
Release Date,"Apr 13, 2016"
Copyright Status,Public domain in the USA.
Downloads,51 downloads in the last 30 days.
Price,$0.00
